name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Transform,clinic,clinic,,,,,,,,67.016393,24.815048,5133102875,
AL FATIMA PHARMACY,pharmacy,pharmacy,,,,,,,,74.523255,32.49046,4901725827,
Burhani Medicos,pharmacy,pharmacy,,,,,,,,67.051528,24.950752,5196077254,
Marie Stopes Society Clinic,clinic,clinic,,,,,,,,67.011302,24.94113,5088685986,
Services Hospital,hospital,hospital,,,,,yes,,,74.332474,31.541003,5255279608,
Sohail Medical Clinic& Diagnostic Lab,hospital,hospital,,Sohail Bacha,,,no,,,73.089497,33.650695,4146428757,
Al Shifa Clinic,clinic,clinic,,,,,,,,67.063673,24.896106,5130498593,
Dr. Shouket Dental Clinic,clinic,clinic,,,,,,,,67.096928,24.942519,5130890318,
RHC Jandiala Sher Khan,clinic,clinic,,Doctors and paramedics,,,,,,73.908448,31.826244,4524262489,
Al Rehman Dawakha & Yunani Store,alternative,,,,,,,,,,,687763121,
Rahman Hospital,hospital,hospital,,,,,,,,72.970549,31.393189,5254213592,
Baldia Hospital,hospital,hospital,,,,,,,,67.177367,24.834513,5133527584,
Dispensary,doctors,doctors,,,,,,,,,,396654740,
Asghar General Hospital,hospital,hospital,,,,,,,,73.09264,31.420302,5263913089,
Faraz Hospital,hospital,hospital,,,,,,,,68.53858,25.12949,4883541275,
Rashida Hospital,hospital,hospital,,,,,,,,74.362439,31.552167,5260103785,
Al Basit Optical,clinic,clinic,,,,,,,,67.009713,24.855687,5130198873,
,doctors,doctors,,,,,,,,74.861258,36.388499,4032598254,
Asim Clinic & Maternity Home,clinic,clinic,,,,,,,,67.14661,24.878629,5269655689,
Bakhtawar hospital,clinic,clinic,,,,,,,,70.919779,31.519144,4575599794,
,dentist,dentist,,,,,,,,72.362581,34.772511,4447667918,
Al-Khidmat Hospital,hospital,hospital,,,,,,,,67.151849,24.825902,5130353814,
Yousaf Siddiqui Hospital,hospital,hospital,,,,,,,,73.996553,31.714103,4910850599,
Sindh Social Scurity Hospital,hospital,hospital,,,,,,,,67.015253,24.926006,4757902881,
THQ Hospital,hospital,hospital,,,,,,,,,,242468594,
Al-Noor Hospital,hospital,hospital,,,,,,,,71.920682,30.295963,4723841689,
Lady Wellingdon Hospital,hospital,hospital,,,,,,,,74.307116,31.588027,5254181753,
Al Ehsan Eye Hospital,hospital,hospital,,,,,,,,74.381072,31.567052,4588859389,
"Al-Baraka Hospital, Karachi",hospital,hospital,,,,,,,,67.04744,24.860035,5132720046,
Homeopathic Clinic,doctors,doctors,,,,,,,,74.213826,31.454204,4909438521,
Qadirya Medical Store,pharmacy,pharmacy,,,,,,,,66.991924,24.973386,5098337027,
Uzma Medical Center,hospital,hospital,,,,,,,,67.068291,24.956594,5086170865,
Piyal Govt Hospital,hospital,hospital,,,,,,,,73.088705,33.403997,2389361975,
Shaheen Medical Store,pharmacy,pharmacy,,,,,,,,67.196977,24.891375,4767542675,
"Basic Health Unit (BHU), Mahalla, Lahore",hospital,hospital,,Public,,,,,,74.54368,31.52586,3940075845,
Doctor Tariq Ghani clinic,clinic,clinic,,,,,,,,73.059456,33.632542,4942273023,
Al Shifa Maternity Home,clinic,clinic,,,,,,,,67.097783,24.989074,5130443945,
Rahmatullah Eye Hospital,clinic,clinic,,,,,,,,74.320845,31.456449,4506559191,
Haq Hospital,hospital,hospital,,,,,,,,74.299371,31.561651,4402013789,
Ankle Seria Hospital,hospital,hospital,,,,,,,,67.023716,24.866874,5126962161,
Kamran Medical Store,pharmacy,pharmacy,,,,,,,,67.054065,24.962653,4740020160,
AL-Shifa Hospital,hospital,hospital,,,,,,,,68.444667,25.598362,5327143139,
Ateeqa Medical Store,pharmacy,pharmacy,,,,,,,,73.176273,33.645429,1669871304,
Al Jeddah Medical Store,pharmacy,pharmacy,,,,,,,,66.965739,24.915641,2446404623,
Doctors Hospital,hospital,hospital,,,,,,,,74.280304,31.479446,4565734992,
Deewan Farooque Medical Complex (SIUT),hospital,hospital,,,,,,,,67.012223,24.860966,5128555084,
Aga Khan Hospital for Women and Children,hospital,hospital,,,,,,,,66.991242,24.864984,5162828834,
jahangir Clinic,clinic,clinic,,,,,,,,71.924356,30.294778,5260118421,
Pakistan Steel Hundred Bed Hospital,hospital,hospital,,,,,,,,67.344064,24.860949,5273680059,
Dr Ghulam Rabbani Azeemi,doctors,doctors,,,,,,,,74.085208,32.572492,3151368173,
Agha Khan Laboratory,clinic,clinic,,,,,,,,67.053243,24.949766,5199415802,
Capital Diagnostic Center,doctors,doctors,,,,,,,,73.051555,33.695002,5284838223,
Sarfraz clinic,hospital,hospital,,,,,,,,73.854049,31.023406,4121100589,
Kalsoom Surgical Hospital,hospital,hospital,,,,,,,,74.272415,31.615592,5259837120,
Sunset Poly Clinic,clinic,clinic,,,,,,,,67.067878,24.830942,4791846699,
Al-shifa Trust Eye Hospital,hospital,hospital,,,,,,,,73.091378,33.559221,2382402026,
Civil Dispensary Gari Atta Muhammad,hospital,hospital,,,,,,,,71.584092,33.977607,4651145292,
Global Medical Complex,hospital,hospital,,,,,,,,73.114658,31.419099,5208202328,
Idrees Poly Clinic,clinic,clinic,,,,,,,,74.320433,31.525877,4238874490,
Lahore Speciality Hospital,hospital,hospital,,,,,,,,74.311853,31.494118,5259958806,
Zephyr Agro Chemicals (Pvt),pharmacy,pharmacy,,,,,,,,71.665761,29.426543,4923820085,
,pharmacy,pharmacy,,,,,,,,73.576026,32.429504,4368077593,
Faisal hospital,hospital,hospital,,,,,,,,64.406325,28.885578,4805041123,
Combined Military Hospital,hospital,hospital,,,,,yes,,,72.043725,34.199484,3072498172,
Shibal's Pharmacy,pharmacy,pharmacy,,,,,,,,67.063648,24.792178,4786102925,
,clinic,clinic,,,,,,,,72.364122,34.771404,4447667920,
Hayatabad Medical Complex,hospital,hospital,,,,,,,,71.449789,33.99235,1928920677,
Shaukat Khanum Lab,clinic,clinic,,,,,,,,74.363298,31.50182,5259654966,
Jivani Clinic,clinic,clinic,,,,,,,,67.030958,24.826706,5130272626,
Al-Raazia Clinic & Maternity Home,hospital,hospital,,,,,,,,67.104333,24.934049,4810006256,
alhafeez medical store,pharmacy,pharmacy,,,,,,,,73.066974,33.661611,4581606590,
Rehman Hospital,hospital,hospital,,,,,,,,67.074136,24.902867,5145241869,
Tariq Hospital,hospital,hospital,,,,,,,,74.336197,31.585474,5255562364,
Wapda Hospital,hospital,hospital,,,,,,,,71.504281,30.207832,1921954520,
Shaheen Chemist,pharmacy,pharmacy,,,,,,,,73.05547,33.708965,6178448886,
Sir Ganga Ram Hospital,hospital,hospital,,,,,,,,74.321615,31.554273,2401670628,
Noor Memorial Hospital,hospital,hospital,,,,,,,,72.287729,32.287802,4218548391,
Clinix Pharmacy,clinic,clinic,,,,,,,,73.080545,31.445723,5259596739,
NIBD Hospital,hospital,hospital,,,,,,,,67.078389,24.897623,4611200091,
Mamji Hospital,hospital,hospital,,,,,,,,67.082497,24.936321,5109530473,
Sawera Clinic,clinic,clinic,,,,,,,,68.719346,25.460315,4883212222,
Mental Hospital,hospital,hospital,,,,,,,,67.08214,24.891555,5101083936,
Hi-Care Pharmacy,pharmacy,pharmacy,,Brig (R) Saeed,,,,,,74.174685,31.377875,5510293622,
Allaha Hoo Medicen Company,pharmacy,pharmacy,,,,,,,,73.996188,31.713739,4910850600,
Laser And Plastic Surgery,clinic,clinic,,,,,,,,67.054557,24.864944,5132720069,
Nasim Medical Centre,hospital,hospital,,,,,,,,68.361831,25.385065,5319718138,
Habib Chemist,pharmacy,pharmacy,,,,,,,,73.229964,34.180166,3093921141,
MALC Hospital,hospital,hospital,,,,,,,,67.180217,24.837405,5133425777,
,clinic,clinic,,,,,,,,74.259061,31.473886,4377018919,
Health Services Pharmacy,pharmacy,pharmacy,,Tahir Khanzada,,,,,,73.092283,33.645547,5436199902,
Shareef Pharmacy & Mart,pharmacy,pharmacy,,,,,,,,71.672563,29.407182,4923820120,
KMC Hospital,hospital,hospital,,,,,,,,66.981818,24.954654,5190148925,
Hospital,hospital,hospital,,,,,,,,71.577566,35.996935,4007456166,
The New Revival Kainat Clinic Maternity Home,clinic,clinic,,,,,,,,67.206328,24.837978,5103425089,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871425,
Family Planning Hospital,hospital,hospital,,,,,,,,73.44548,36.230384,3997211762,
Liaquat National Hospital,hospital,hospital,,,,,,,,,,26631988,
Benazir Bhutto Hospital,hospital,hospital,general,,,,,,,,,23013910,
Health Centre,doctors,doctors,,,,,,,,74.833918,36.677433,4034508870,
Hasaan Homeo Clinic and Store Dr M.Amin Homeo Physician/Dr M.Afzal Khan Family Physician  Also Diagnos Laboratory Collection Point,clinic,clinic,,,,,,,,67.070061,24.847459,6014685064,
Medicenter General Hospital,hospital,hospital,,,,,,,,67.052583,24.87091,4774896294,
Al Zehra Clinic,clinic,clinic,,,,,,,,67.202037,24.883094,5133102881,
Medical Store,pharmacy,pharmacy,,,,,,,,72.333161,31.263601,6182717597,
Al.Habib Medical Center Post Office Street Shoe Market Garden Karachi,hospital,hospital,,,,,,,,67.018289,24.872804,5119821453,
Doctor Khaliq Raheem Medical Centre,doctors,doctors,,,,,,,,73.177667,33.741017,5979229386,
Allah wali masjid,hospital,hospital,,,,,,,,67.051722,24.929879,5758596321,
Clinix Pharmacy,pharmacy,pharmacy,,,,,,,,74.191952,32.167701,4903600018,
Independent University Hospital,hospital,hospital,,,,,,,,73.025675,31.442014,5263913085,
Dr Riaz Ahmed Hospital,hospital,hospital,,,,,,,,68.663645,25.764158,4883370486,
Dr Tahir Bashir Children Hospital,hospital,hospital,,,,,,,,71.543482,32.576009,4302503313,
,clinic,clinic,,,,,,,,72.361551,34.769225,4447667917,
TB Hospital,hospital,hospital,,,,,,,,74.299707,31.580794,5255461648,
Yahoshi Waheed Dental Clinic,dentist,dentist,,,,,,,,67.070928,24.845944,6094600505,
Hassan General Hospital,hospital,hospital,,,,,,,,67.185819,24.880531,4737716792,
Nami Homeopathic Clinic,hospital,hospital,,,,,,,,68.364963,25.390618,5285950511,
BHU,hospital,hospital,,,,,,,,,,398356207,
Mukhtar Memorial Hospital,hospital,hospital,,,,,,,,74.019421,31.702567,4912198477,
Hammad Dental Care,clinic,clinic,,,,,,,,67.06523,24.94853,5128396160,
2 Military Dental Centre,dentist,dentist,,,,,,,,74.118204,32.249978,5938033785,
Ali Hospital,hospital,hospital,,,,,,,,73.109458,31.506717,5279568798,
BHITTAI HOSPITAL,pharmacy,pharmacy,,,,,,,,68.343654,25.366886,1083340548,
Sunny Medical Haroon Palaza,clinic,clinic,,,,,,,,67.068523,24.97329,5130498599,
Agha Khan Laboratory,clinic,clinic,,,,,,,,67.061269,24.806678,4770056035,
Abdullah Haroon Hospital,hospital,hospital,,,,,,,,67.12608,24.884717,5188687719,
Animal Medical Store,pharmacy,pharmacy,,,,,,,,74.174555,32.118798,4905790445,
Mussarat Razzaq Hospital,hospital,hospital,,,,,,,,74.376723,31.58212,5259654960,
7th Day Adventist Hospital,hospital,hospital,,,,,,,,,,723897308,
THQ hospital,hospital,hospital,,,,,yes,,,,,121898795,
Beewell Hospital,hospital,hospital,,,,,,,,73.058265,33.710027,4966256881,
Mohammadi Hospital Gulberg,hospital,hospital,,,,,,,,67.071451,24.941776,5133026899,
Hassan Railway Hospital,hospital,hospital,,,,,,,,67.042606,24.842563,5051184069,
Maternity Hospital Gujranwala,hospital,hospital,,,,,,,,74.20287,32.163555,4574595191,
Jailani Hospital,hospital,hospital,,,,,,,,,,653789233,
Rehmania Dawakhana & Hadi Jorh,pharmacy,,,,,,,,,,,687763125,
New Urgent Care Hospital,hospital,hospital,,,,,,,,67.11621,24.81893,4769800460,
Punjab Institute of Mental Health,hospital,hospital,,,,,,,,74.334801,31.535197,5259747061,
Hopes Medical Store At Cardio,hospital,hospital,,,,,,,,67.080169,24.933976,4739833640,
Khalid Eye Clinic,clinic,clinic,,,,,,,,67.033074,24.916695,5132720037,
Kidney Disease Centre,hospital,hospital,,,,,,,,71.446569,33.991803,1224286127,
Hospital,hospital,hospital,,,,,,,,73.269283,36.487949,4019656062,
Mubarak Hospital,hospital,hospital,,,,,,,,,,257579790,
Cantonment General Hospital,hospital,hospital,,,,,,,,74.382186,31.546761,5255562361,
Vaterinary Hospital,hospital,hospital,,,,,,,,,,408507459,
Cardio Surgery Centre,hospital,hospital,,,,,,,,67.146285,24.878046,5156794553,
Q A Awan Hospital,hospital,hospital,,,,,,,,73.09307,31.394279,5265379171,
Fazal Din Pharmacy,pharmacy,pharmacy,,,,,,,,74.316518,31.467526,1715932815,
Hani Homeopathic Clini,alternative,,,,,,,,,74.363938,31.581377,5785061913,
,doctors,doctors,,,,,,,,73.284009,36.479595,4019335590,
Mother And Child Health Clinic,clinic,clinic,,,,,,,,,,699576478,
Ali Clinic,clinic,clinic,,,,,,,,67.045414,24.828519,5130272627,
"Atomic Energy Medical Center, AEMC",hospital,hospital,,,,,,,,67.048132,24.851306,5131024105,
Hope Clinic,clinic,clinic,,,,,,,,73.099097,31.445738,6242901385,
Waheed Chemist And Optics,pharmacy,pharmacy,,,,,,,,73.048589,33.699166,4967673500,
Sahar Clinic,hospital,hospital,,,,,,,,67.062821,24.962149,5084119281,
Brain Surgery Hospital,hospital,hospital,,,,,yes,,,73.076985,33.635729,2606410068,
Fatima Bai Tai Memorial Hospital,hospital,hospital,,,,,,,,67.061466,24.918376,5084385865,
Eye Bank Hospital,hospital,hospital,,,,,,,,67.064259,24.964173,5084119279,
Sheikh Zayed Hospital,hospital,hospital,,,,,,,,74.30769,31.508367,5254181749,
Wilcare Clinic,clinic,clinic,,,,,,,,74.306077,31.484825,4374615492,
"Doctor Zarina Clinic (Dr. Zarina M.B.B.S & Dr. Saleha Masood Child Sp., Altrasound Sp.)",doctors,doctors,,,,,,,,73.085643,33.644787,2016144810,Physical suvey -- SaafPindi
Hamza Medical Store,pharmacy,pharmacy,,,,,,,,73.183171,33.645054,1669871458,
Dr Waseem Butt,doctors,doctors,,,,,,,,74.084216,32.576678,3151414107,
Dr Taj Medical & Diagnostic Centre,clinic,clinic,,,,,,,,67.050678,24.828742,4790228480,
Bahria hospital,hospital,hospital,,,,,,,,67.311044,25.015586,6339320886,
Rehman Medical Institute,hospital,hospital,,,,,,,,71.43629,33.99239,1224404623,
Social Security Hospital,hospital,hospital,,,,,,,,67.005995,24.947914,5088733607,
Shaheen Chemist,pharmacy,pharmacy,,,,,,,,72.988839,33.683332,4958092906,
"Tanveer's Ultrasound Clinic, Sadar",hospital,hospital,,,,,,,,67.024521,24.864633,4792035056,
Al-Rehman Medical Store,pharmacy,pharmacy,,,,,,,,72.996837,33.668662,4880197902,
City Medical laboratory,clinic,clinic,,,,,,,,71.451901,33.994091,6450693686,
Shah General Hospital,hospital,hospital,,,,,,,,67.204948,24.852005,5143340852,
MCH Hospita,hospital,hospital,,,,,,,,68.102765,26.302015,5253616369,
Dr. Ehsanullah Lab,clinic,clinic,,,,,,,,67.030998,24.919966,5128167857,
Dr Usman Ghani,hospital,hospital,,,,,,,,67.045484,24.871004,5143300425,
Yaqoob Medical Store,pharmacy,pharmacy,,,,,,,,74.251275,31.813167,4907133705,
Dr. Shahzad Anwar Acupuncturist & Pain Management Consultant,clinic,clinic,,,,,,,,74.288091,31.437897,4469615089,
Pharma,pharmacy,pharmacy,,,,,,,,71.450914,33.994169,1224404630,
Combined Military Hospital Hyderabad,hospital,hospital,,,,,yes,,,,,117990263,
Mulsim Medical Store,pharmacy,pharmacy,,,,,,,,67.024954,24.906992,5078966593,
,hospital,hospital,,,,,,,,71.503961,34.724023,5037950421,
MEDICAL STORE,pharmacy,pharmacy,,,,,,,,68.354967,25.369614,1088992185,
Khalid Bin Waleed,hospital,hospital,,,,,,,,71.448898,30.198498,1921953747,
St. John Ambulance Association of Pakistan,hospital,hospital,,,,,,,,67.029279,24.863841,5128445357,
Foot Comfort Service,clinic,clinic,,,,,,,,67.084679,24.875033,4790118546,
Shafia Clinic And Maternity Home,clinic,clinic,,,,,,,,68.541627,25.123585,4883541267,
Al Haq Clinic,clinic,clinic,,,,,,,,67.066204,24.916756,5318288921,
Humaira Arshad,doctors,doctors,,,,,,,,71.919531,30.294945,5414198226,
Maymar Dental Care Center,clinic,clinic,,,,,,,,67.129979,25.026265,4741607554,
The Aga Khan University Hospital Laboratory,clinic,clinic,,,,,,,,67.063616,24.877653,5149689895,
IUB Hospital,hospital,hospital,,,,,,,,71.754228,29.375529,526706371,
Department Of Accidents And Emergency BVH,hospital,hospital,,,,,,,,71.680731,29.389771,4923902162,
FA Poly Clinic,hospital,hospital,,,,,,,,68.369501,25.404847,5253909137,
Noor Clinic,clinic,clinic,,,,,,,,67.046996,24.957717,5249828329,
Shan Hospital,hospital,hospital,,,,,,,,67.095511,24.919134,5115540200,
Muaz Hospital,hospital,hospital,,,,,,,,73.055916,31.431115,5265379137,
Zubaida Diagnostics Dr Tahir,hospital,hospital,,,,,,,,67.073909,24.927604,5133102883,
Al-Shaikh Pharmacy,pharmacy,pharmacy,,,,,,,,74.219286,31.984585,4905907686,
Family Planning Hospital,hospital,hospital,,,,,,,,73.445346,36.230759,3997211768,
Agha Khan laboratory Collection Point,clinic,clinic,,,,,,,,71.560438,34.003656,4476250689,
Medical Store Hundred Bed,pharmacy,pharmacy,,,,,,,,67.345031,24.859983,5273680050,
Maibal Clinic,hospital,hospital,,,,,,,,66.963455,24.877015,5091163961,
,doctors,doctors,,,,,,,,73.405076,36.277789,4012261358,
Dr.Arsalan Siddiqi,clinic,clinic,,,,,,,,67.061955,24.957933,5132578834,
Malik Medical Center,pharmacy,pharmacy,,,,,,,,67.021806,24.913275,5133026865,
Al-Gailani Hospital,hospital,hospital,,,,,,,,,,653789232,
Fatima Jinan Dental Hospital,hospital,hospital,,,,,,,,,,641815046,
Elegance Plastic Surgery Clinic,clinic,clinic,,,,,,,,67.063325,24.881225,5147519462,
Mirza Akram Hospital,hospital,hospital,,,,,,,,74.080351,32.579209,3151337416,
DHQ Hospital Nowshera,hospital,hospital,,,,,,,,71.975374,34.010921,4273483395,
Hospital,hospital,hospital,,,,,,,,72.457934,36.085016,4025996388,
Noor Hospital,hospital,hospital,,,,,,,,74.357298,31.424544,5260103790,
Mian Medical Store,pharmacy,pharmacy,,Dr. Nawab,,,,,,74.423919,32.382639,3501693087,
Khumeni ( Al Shifa ) Hospital,pharmacy,pharmacy,,,,,,,,67.194942,24.886258,4767596786,
Shaheen Chemist,pharmacy,pharmacy,,,,,,,,73.139416,33.552381,1698038182,
Kashif Medical Store,pharmacy,pharmacy,,,,,,,,67.066916,24.927734,5334959076,
Bokhari Labs Allergy Centre,hospital,hospital,,,,,,,,74.297961,31.482243,4916641155,
Ahmed Eye Clinic,clinic,clinic,,,,,,,,67.078575,24.903905,5128555082,
رورل ڈسپنسری سرکی,doctors,doctors,,,,,,,,,,678342968,
Alvi Dental Hospital,hospital,hospital,,,,,,,,67.054413,24.856397,479737407,
Feroz Dental Surgery,clinic,clinic,,,,,,,,67.07881,24.904532,5128555077,
Punjab Social Security,hospital,hospital,,,,,,,,74.26025,31.759216,4907177516,
"DHO Malir, Model Town Health Office",hospital,hospital,,,,,,,,67.188862,24.902481,4764575641,
Zahida welfare Hospital,hospital,hospital,,,,,,,,74.380856,31.577161,5255279614,
Khokrapar No.2 Govt Hospital,hospital,hospital,,,,,,,,67.211362,24.903444,4767455693,
Makkah Medical & General Store,pharmacy,pharmacy,,,,,,,,67.137878,24.936045,4773096345,
HI LiFe Hospital,hospital,hospital,,,,,,,,67.062795,24.943332,5133026875,
Chaudhry Dawakhana,pharmacy,pharmacy,,,,,,,,74.548707,32.493317,5532110421,
CMH (Combined Milatary Hospital),hospital,hospital,,,,,,,,71.44639,33.586823,2523132924,
LHV Hospital Dharyaal,hospital,hospital,,,,,,,,73.266246,34.508118,2694944942,
Badar Medical Complex,hospital,hospital,,,,,yes,,,74.312585,31.559244,5260103793,
Hameed Latif Hospital,hospital,hospital,,,,,,,,74.327565,31.511867,5255279603,
Abbasi Hospital,hospital,hospital,,,,,,,,,,406085393,
Shokat Memorial Hospital,hospital,hospital,,,,,,,,72.722678,33.79152,5401621522,
Railway Hospital,hospital,hospital,,,,,,,,66.997068,30.182652,6124652301,
Sindh Institute of Medical Sciences (SIUT),hospital,hospital,,,,,,,,,,681766195,
Sir Cowasji Jehangir Institute of Psychiatr,hospital,hospital,,,,,,,,68.330703,25.375825,5254067384,
PIA Hospital Complex,hospital,hospital,,,,,,,,67.120835,24.914039,5297001605,
Khan Medical Store,pharmacy,pharmacy,,,,,,,,74.191774,32.167418,4903600017,
civil hospital road,hospital,hospital,,,,,,,,71.91779,30.293342,4577501693,
Faisal Hospital,hospital,hospital,,,,,,,,73.102051,31.415962,4739080643,
Al Nasir Pharmacy,pharmacy,pharmacy,,,,,,,,72.963548,33.645598,6432414564,
SIUT Mahrunnisa Medical Center,hospital,hospital,,,,,,,,67.130757,24.809611,5144939655,
Bhatti Hospital,hospital,hospital,,,,,,,,68.842776,27.709303,5251864420,
Prince Medical & General Store,pharmacy,,,,,,,,,,,687763115,
Pak Red Crescent Medical and Dental College,hospital,hospital,,,,,,,,74.006988,31.246311,5453851921,
Ameena Yousu Hospital,hospital,hospital,,,,,,,,66.969359,24.900372,5336782561,
Speech Therapy STCICLD,clinic,clinic,,,,,,,,73.07151,33.635038,5568817324,
Hazar hait,doctors,doctors,,,,,,,,72.464366,34.190737,4662982011,
Healer’s Pharmacy,pharmacy,pharmacy,,,,,,,,73.013833,33.675469,6208198786,
Karwan-e-Hayat Hospital,hospital,hospital,,,,,,,,,,721765589,
Anwar Hospital,hospital,hospital,,,,,,,,73.037531,33.600152,4082300074,
Pfizer Pakistan Limited,pharmacy,pharmacy,,,,,,,,66.995287,24.900695,5092152415,
Ashrif Hospital Sohawa Distt Jhelum,hospital,hospital,,,,,yes,,,73.41709,33.132066,2820859102,
Ali Medical Center,hospital,hospital,,,,,,,,73.041764,33.710474,240218764,
"clinic, Dr. Samina",hospital,hospital,,,,,,,,71.378081,34.001579,2612042141,
MI Room,hospital,hospital,,,,,,,,,,209859224,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871430,
City Care Hospital,hospital,hospital,,,,,,,,68.353429,25.357018,5321739749,
hashim medical store,pharmacy,pharmacy,,,,,,,,73.523865,34.779128,5030321922,
Aziz Clinic,clinic,clinic,,,,,,,,73.10879,31.415292,5255617545,
Ali Clinic,clinic,clinic,,,,,,,,67.01595,24.942633,5130272621,
Fazal Din Pharmacy,pharmacy,pharmacy,,,,,,,,74.189999,31.387154,4427363549,
Al Kausar medico,pharmacy,pharmacy,,,,,,,,67.052689,24.88707,5100460857,
Taluka Kotri Hospital,hospital,hospital,,,,,,,,,,94499788,
Jamali Medical Centre,hospital,hospital,,,,,,,,68.702307,25.46131,4883192338,
Federal Government Dispensary (FGD),hospital,hospital,,,,,,,,73.098458,33.733496,4943934779,
Doctors hospital,hospital,hospital,,,,,,,,74.079034,32.595299,4741034024,
Dr Khawaja Ahad Hospital,hospital,hospital,,,,,,,,74.309931,31.461722,4773446736,
